[run number],initial-people,num-infect,immune-chance,recovery-chance,[step],count turtles with [infected?],count turtles with [immune? = true],count turtles,sum [sicktime] of turtles
1,1000,100,50,10,66,369,516,1000,20644
3,1000,100,50,10,59,396,491,1000,20177
8,1000,100,50,10,64,370,513,1000,19618
6,1000,100,50,10,62,380,502,1000,20212
5,1000,100,50,10,85,365,507,1000,28672
4,1000,100,50,10,64,339,514,1000,19897
2,1000,100,50,10,56,389,488,1000,18981
1,1000,100,50,10,67,378,516,1000,21013
7,1000,100,50,10,85,397,481,1000,30133
3,1000,100,50,10,60,397,491,1000,20573
6,1000,100,50,10,63,383,502,1000,20592
5,1000,100,50,10,86,366,507,1000,29037
8,1000,100,50,10,65,393,513,1000,19988
7,1000,100,50,10,86,411,481,1000,30530
1,1000,100,50,10,68,367,516,1000,21391
4,1000,100,50,10,65,346,514,1000,20236
2,1000,100,50,10,57,389,488,1000,19370
3,1000,100,50,10,61,383,491,1000,20970
6,1000,100,50,10,64,383,502,1000,20975
8,1000,100,50,10,66,376,513,1000,20381
7,1000,100,50,10,87,402,481,1000,30941
1,1000,100,50,10,69,364,516,1000,21758
4,1000,100,50,10,66,343,514,1000,20582
8,1000,100,50,10,67,369,513,1000,20757
7,1000,100,50,10,88,403,481,1000,31343
1,1000,100,50,10,70,366,516,1000,22122
7,1000,100,50,10,89,405,481,1000,31746
8,1000,100,50,10,68,356,513,1000,21126
4,1000,100,50,10,67,351,514,1000,20925
7,1000,100,50,10,90,419,481,1000,32151
1,1000,100,50,10,71,376,516,1000,22488
8,1000,100,50,10,69,350,513,1000,21482
4,1000,100,50,10,68,359,514,1000,21276
7,1000,100,50,10,91,421,481,1000,32570
8,1000,100,50,10,70,351,513,1000,21832
1,1000,100,50,10,72,379,516,1000,22864
2,1000,100,50,10,58,378,488,1000,19759
7,1000,100,50,10,92,404,481,1000,32991
3,1000,100,50,10,62,389,491,1000,21353
4,1000,100,50,10,69,360,514,1000,21635
6,1000,100,50,10,65,381,502,1000,21358
8,1000,100,50,10,71,356,513,1000,22183
